id,username,ip,country,isp,asn,risk_score,classification,threat_summary,recommendations,abuse_score,vt_detections,date,source
46,koyyada_rohith,71.6.146.185,United States,"CariNet, Inc.",AS10439,64,Malicious,"CRITICAL THREAT DETECTED: The IP address 71.6.146.185 is classified as MALICIOUS with a severe risk score of 64/100. Infrastructure analysis associates this IP with 'CariNet, Inc.' (AS10439) operating in United States. AbuseIPDB report database correlates an active abuse score of 100% with 1134 security violations. Furthermore, VirusTotal reports severe warnings with 16/91 AV engines flags. This IP is confirmed to be part of a malicious network node involved in unauthorized access attempts, botnet operations, or malware propagation. Immediate isolation is advised.",Block IP Address; Apply Null Route (Null0); Quarantine & Inspect Hosts; Escalate to Incident Response,100,16,2026-06-05T11:21:44.351831,manual
47,koyyada_rohith,71.6.146.185,United States,"CariNet, Inc.",AS10439,64,Malicious,"CRITICAL THREAT DETECTED: The IP address 71.6.146.185 is classified as MALICIOUS with a severe risk score of 64/100. Infrastructure analysis associates this IP with 'CariNet, Inc.' (AS10439) operating in United States. AbuseIPDB report database correlates an active abuse score of 100% with 1134 security violations. Furthermore, VirusTotal reports severe warnings with 16/91 AV engines flags. This IP is confirmed to be part of a malicious network node involved in unauthorized access attempts, botnet operations, or malware propagation. Immediate isolation is advised.",Block IP Address; Apply Null Route (Null0); Quarantine & Inspect Hosts; Escalate to Incident Response,100,16,2026-06-05T11:21:54.096850,manual
48,koyyada_rohith,185.220.101.45,Germany,Stiftung Erneuerbare Freiheit,AS60729,63,Malicious,"CRITICAL THREAT DETECTED: The IP address 185.220.101.45 is classified as MALICIOUS with a severe risk score of 63/100. Infrastructure analysis associates this IP with 'Stiftung Erneuerbare Freiheit' (AS60729) operating in Germany. AbuseIPDB report database correlates an active abuse score of 100% with 116 security violations. Furthermore, VirusTotal reports severe warnings with 15/91 AV engines flags (exhibiting tor). This IP is confirmed to be part of a malicious network node involved in unauthorized access attempts, botnet operations, or malware propagation. Immediate isolation is advised.",Block IP Address; Apply Null Route (Null0); Quarantine & Inspect Hosts; Escalate to Incident Response,100,15,2026-06-05T11:22:02.799687,manual
49,koyyada_rohith,185.220.101.45,Germany,Stiftung Erneuerbare Freiheit,AS60729,63,Malicious,"CRITICAL THREAT DETECTED: The IP address 185.220.101.45 is classified as MALICIOUS with a severe risk score of 63/100. Infrastructure analysis associates this IP with 'Stiftung Erneuerbare Freiheit' (AS60729) operating in Germany. AbuseIPDB report database correlates an active abuse score of 100% with 116 security violations. Furthermore, VirusTotal reports severe warnings with 15/91 AV engines flags (exhibiting tor). This IP is confirmed to be part of a malicious network node involved in unauthorized access attempts, botnet operations, or malware propagation. Immediate isolation is advised.",Block IP Address; Apply Null Route (Null0); Quarantine & Inspect Hosts; Escalate to Incident Response,100,15,2026-06-05T11:22:09.271272,manual
50,koyyada_rohith,45.142.212.100,Moldova,WorkTitans B.V.,AS209847,13,Safe,"The investigated IP address (45.142.212.100) is classified as SAFE with an aggregate risk score of 13/100. Reputation profiling indicates this IP belongs to a reputable infrastructure provider, 'WorkTitans B.V.' (AS209847) located in Moldova. Neither AbuseIPDB (0 reports) nor VirusTotal security engines (13/91 detections) indicate any active compromise or threat vectors. Communication with this IP is considered low risk.",Allow Communication; Standard Monitoring; No Policy Changes,0,13,2026-06-05T11:22:30.412670,manual
51,koyyada_rohith,211.253.9.49,South Korea,PUBNET,AS4766,55,Suspicious,"The investigated IP address (211.253.9.49) is classified as SUSPICIOUS with an aggregate risk score of 55/100. It is registered under 'PUBNET' (AS4766) in South Korea and operates as a 'Fixed Line ISP'. AbuseIPDB reputation reports an abuse confidence score of 100% based on 4533 reports over the last 90 days. VirusTotal detected suspicious activity across 13 threat intelligence feeds. The IP is likely used as a public VPN proxy, crawling agent, or shared hosting node, warranting proactive network monitoring.",Monitor Port Connections; Add to Active Watchlist; Review Internal Traffic,100,13,2026-06-05T21:56:20.278461,Bulk_Set-3_txt_20260605_215702
52,koyyada_rohith,193.32.209.246,United Kingdom,Hydra Communications Ltd,AS25369,60,Suspicious,"The investigated IP address (193.32.209.246) is classified as SUSPICIOUS with an aggregate risk score of 60/100. It is registered under 'Hydra Communications Ltd' (AS25369) in United Kingdom and operates as a 'Fixed Line ISP'. AbuseIPDB reputation reports an abuse confidence score of 100% based on 1214 reports over the last 90 days. VirusTotal detected suspicious activity across 26 threat intelligence feeds. Tags identified: malware-distribution, c2. The IP is likely used as a public VPN proxy, crawling agent, or shared hosting node, warranting proactive network monitoring.",Monitor Port Connections; Add to Active Watchlist; Review Internal Traffic,100,26,2026-06-05T21:56:26.839799,Bulk_Set-3_txt_20260605_215702
53,koyyada_rohith,200.58.137.90,Uruguay,Telefonica Moviles del Uruguay SA,AS19422,52,Suspicious,"The investigated IP address (200.58.137.90) is classified as SUSPICIOUS with an aggregate risk score of 52/100. It is registered under 'Telefonica Moviles del Uruguay SA' (AS19422) in Uruguay and operates as a 'Fixed Line ISP'. AbuseIPDB reputation reports an abuse confidence score of 100% based on 68 reports over the last 90 days. VirusTotal detected suspicious activity across 6 threat intelligence feeds. Tags identified: ssh-scan. The IP is likely used as a public VPN proxy, crawling agent, or shared hosting node, warranting proactive network monitoring.",Monitor Port Connections; Add to Active Watchlist; Review Internal Traffic,100,6,2026-06-05T21:56:33.218946,Bulk_Set-3_txt_20260605_215702
54,koyyada_rohith,193.32.209.247,United Kingdom,Hydra Communications Ltd,AS25369,59,Suspicious,"The investigated IP address (193.32.209.247) is classified as SUSPICIOUS with an aggregate risk score of 59/100. It is registered under 'Hydra Communications Ltd' (AS25369) in United Kingdom and operates as a 'Fixed Line ISP'. AbuseIPDB reputation reports an abuse confidence score of 100% based on 1419 reports over the last 90 days. VirusTotal detected suspicious activity across 4 threat intelligence feeds. Tags identified: vpn, ssh-scan. The IP is likely used as a public VPN proxy, crawling agent, or shared hosting node, warranting proactive network monitoring.",Monitor Port Connections; Add to Active Watchlist; Review Internal Traffic,100,4,2026-06-05T21:56:39.582646,Bulk_Set-3_txt_20260605_215702
55,koyyada_rohith,185.234.27.226,Kazakhstan,Tele2 Kazakhstan,AS48503,12,Safe,"The investigated IP address (185.234.27.226) is classified as SAFE with an aggregate risk score of 12/100. Reputation profiling indicates this IP belongs to a reputable infrastructure provider, 'Tele2 Kazakhstan' (AS48503) located in Kazakhstan. Neither AbuseIPDB (5 reports) nor VirusTotal security engines (0/89 detections) indicate any active compromise or threat vectors. Communication with this IP is considered low risk.",Allow Communication; Standard Monitoring; No Policy Changes,24,0,2026-06-05T21:56:45.737888,Bulk_Set-3_txt_20260605_215702
56,koyyada_rohith,213.230.87.28,Uzbekistan,"""Uzbektelekom"" Joint Stock Company",AS8193,49,Suspicious,"The investigated IP address (213.230.87.28) is classified as SUSPICIOUS with an aggregate risk score of 49/100. It is registered under '""Uzbektelekom"" Joint Stock Company' (AS8193) in Uzbekistan and operates as a 'Data Center/Web Hosting/Transit'. AbuseIPDB reputation reports an abuse confidence score of 61% based on 39 reports over the last 90 days. VirusTotal detected suspicious activity across 9 threat intelligence feeds. Tags identified: proxy. The IP is likely used as a public VPN proxy, crawling agent, or shared hosting node, warranting proactive network monitoring.",Monitor Port Connections; Add to Active Watchlist; Review Internal Traffic,61,9,2026-06-05T21:56:48.047010,Bulk_Set-3_txt_20260605_215702
57,koyyada_rohith,178.90.226.129,Kazakhstan,JSC Kazakhtelecom,AS9198,18,Safe,"The investigated IP address (178.90.226.129) is classified as SAFE with an aggregate risk score of 18/100. Reputation profiling indicates this IP belongs to a reputable infrastructure provider, 'JSC Kazakhtelecom' (AS9198) located in Kazakhstan. Neither AbuseIPDB (5 reports) nor VirusTotal security engines (1/91 detections) indicate any active compromise or threat vectors. Communication with this IP is considered low risk.",Allow Communication; Standard Monitoring; No Policy Changes,21,1,2026-06-05T21:56:50.518382,Bulk_Set-3_txt_20260605_215702
58,koyyada_rohith,213.209.159.225,Germany,Feo Prest SRL,AS208137,65,Malicious,"CRITICAL THREAT DETECTED: The IP address 213.209.159.225 is classified as MALICIOUS with a severe risk score of 65/100. Infrastructure analysis associates this IP with 'Feo Prest SRL' (AS208137) operating in Germany. AbuseIPDB report database correlates an active abuse score of 100% with 12838 security violations. Furthermore, VirusTotal reports severe warnings with 17/91 AV engines flags. This IP is confirmed to be part of a malicious network node involved in unauthorized access attempts, botnet operations, or malware propagation. Immediate isolation is advised.",Block IP Address; Apply Null Route (Null0); Quarantine & Inspect Hosts; Escalate to Incident Response,100,17,2026-06-05T21:56:53.541118,Bulk_Set-3_txt_20260605_215702
59,koyyada_rohith,195.184.76.31,United States,Onyphe SAS,AS213412,59,Suspicious,"The investigated IP address (195.184.76.31) is classified as SUSPICIOUS with an aggregate risk score of 59/100. It is registered under 'Onyphe SAS' (AS213412) in United States and operates as a 'Data Center/Web Hosting/Transit'. AbuseIPDB reputation reports an abuse confidence score of 100% based on 1396 reports over the last 90 days. VirusTotal detected suspicious activity across 3 threat intelligence feeds. Tags identified: crawler. The IP is likely used as a public VPN proxy, crawling agent, or shared hosting node, warranting proactive network monitoring.",Monitor Port Connections; Add to Active Watchlist; Review Internal Traffic,100,3,2026-06-05T21:56:59.961123,Bulk_Set-3_txt_20260605_215702
60,koyyada_rohith,174.225.218.120,United States,Verizon Business,AS6167,1,Safe,"The investigated IP address (174.225.218.120) is classified as SAFE with an aggregate risk score of 1/100. Reputation profiling indicates this IP belongs to a reputable infrastructure provider, 'Verizon Business' (AS6167) located in United States. Neither AbuseIPDB (1 reports) nor VirusTotal security engines (0/91 detections) indicate any active compromise or threat vectors. Communication with this IP is considered low risk.",Allow Communication; Standard Monitoring; No Policy Changes,2,0,2026-06-05T21:57:02.560855,Bulk_Set-3_txt_20260605_215702
61,koyyada_rohith,200.105.172.184,Bolivia,AXS Bolivia S. A.,AS26210,66,Malicious,"CRITICAL THREAT DETECTED: The IP address 200.105.172.184 is classified as MALICIOUS with a severe risk score of 66/100. Infrastructure analysis associates this IP with 'AXS Bolivia S. A.' (AS26210) operating in Bolivia. AbuseIPDB report database correlates an active abuse score of 100% with 2941 security violations. Furthermore, VirusTotal reports severe warnings with 41/89 AV engines flags (exhibiting malware-distribution, ddos, brute-force, botnet). This IP is confirmed to be part of a malicious network node involved in unauthorized access attempts, botnet operations, or malware propagation. Immediate isolation is advised.",Block IP Address; Apply Null Route (Null0); Quarantine & Inspect Hosts; Escalate to Incident Response,100,41,2026-06-05T22:03:17.554184,manual
62,koyyada_rohith,10.88.25.43,Russia,Hetzner Online GmbH,AS24940,0,Safe,"The investigated IP address (10.88.25.43) is classified as SAFE with an aggregate risk score of 0/100. Reputation profiling indicates this IP belongs to a reputable infrastructure provider, 'Hetzner Online GmbH' (AS24940) located in Russia. Neither AbuseIPDB (0 reports) nor VirusTotal security engines (0/91 detections) indicate any active compromise or threat vectors. Communication with this IP is considered low risk.",Allow Communication; Standard Monitoring; No Policy Changes,0,0,2026-06-05T22:04:36.134009,manual
63,koyyada_rohith,213.209.159.56,Germany,Feo Prest SRL,AS208137,65,Malicious,"CRITICAL THREAT DETECTED: The IP address 213.209.159.56 is classified as MALICIOUS with a severe risk score of 65/100. Infrastructure analysis associates this IP with 'Feo Prest SRL' (AS208137) operating in Germany. AbuseIPDB report database correlates an active abuse score of 100% with 88921 security violations. Furthermore, VirusTotal reports severe warnings with 18/91 AV engines flags. This IP is confirmed to be part of a malicious network node involved in unauthorized access attempts, botnet operations, or malware propagation. Immediate isolation is advised.",Block IP Address; Apply Null Route (Null0); Quarantine & Inspect Hosts; Escalate to Incident Response,100,18,2026-06-05T22:05:28.636668,manual
64,koyyada_rohith,216.218.206.104,United States,Hurricane Electric LLC,AS6939,59,Suspicious,"The investigated IP address (216.218.206.104) is classified as SUSPICIOUS with an aggregate risk score of 59/100. It is registered under 'Hurricane Electric LLC' (AS6939) in United States and operates as a 'Data Center/Web Hosting/Transit'. AbuseIPDB reputation reports an abuse confidence score of 100% based on 1540 reports over the last 90 days. VirusTotal detected suspicious activity across 3 threat intelligence feeds. Tags identified: crawler, hosting. The IP is likely used as a public VPN proxy, crawling agent, or shared hosting node, warranting proactive network monitoring.",Monitor Port Connections; Add to Active Watchlist; Review Internal Traffic,100,3,2026-06-05T22:06:15.044230,manual
65,koyyada_rohith,216.218.206.104,United States,Hurricane Electric LLC,AS6939,59,Suspicious,"The investigated IP address (216.218.206.104) is classified as SUSPICIOUS with an aggregate risk score of 59/100. It is registered under 'Hurricane Electric LLC' (AS6939) in United States and operates as a 'Data Center/Web Hosting/Transit'. AbuseIPDB reputation reports an abuse confidence score of 100% based on 1540 reports over the last 90 days. VirusTotal detected suspicious activity across 3 threat intelligence feeds. Tags identified: crawler, hosting. The IP is likely used as a public VPN proxy, crawling agent, or shared hosting node, warranting proactive network monitoring.",Monitor Port Connections; Add to Active Watchlist; Review Internal Traffic,100,3,2026-06-05T22:06:30.873390,manual
66,koyyada_rohith,193.32.209.247,United Kingdom,Hydra Communications Ltd,AS25369,55,Suspicious,"The investigated IP address (193.32.209.247) is classified as SUSPICIOUS with an aggregate risk score of 55/100. It is registered under 'Hydra Communications Ltd' (AS25369) in United Kingdom and operates as a 'Fixed Line ISP'. AbuseIPDB reputation reports an abuse confidence score of 100% based on 1419 reports over the last 90 days. VirusTotal detected suspicious activity across 12 threat intelligence feeds. The IP is likely used as a public VPN proxy, crawling agent, or shared hosting node, warranting proactive network monitoring.",Monitor Port Connections; Add to Active Watchlist; Review Internal Traffic,100,12,2026-06-05T22:07:20.507623,Bulk_Set-3_txt_20260605_220804
67,koyyada_rohith,178.90.226.129,Kazakhstan,JSC Kazakhtelecom,AS9198,18,Safe,"The investigated IP address (178.90.226.129) is classified as SAFE with an aggregate risk score of 18/100. Reputation profiling indicates this IP belongs to a reputable infrastructure provider, 'JSC Kazakhtelecom' (AS9198) located in Kazakhstan. Neither AbuseIPDB (5 reports) nor VirusTotal security engines (1/91 detections) indicate any active compromise or threat vectors. Communication with this IP is considered low risk.",Allow Communication; Standard Monitoring; No Policy Changes,21,1,2026-06-05T22:07:23.775748,Bulk_Set-3_txt_20260605_220804
68,koyyada_rohith,213.209.159.225,Germany,Feo Prest SRL,AS208137,65,Malicious,"CRITICAL THREAT DETECTED: The IP address 213.209.159.225 is classified as MALICIOUS with a severe risk score of 65/100. Infrastructure analysis associates this IP with 'Feo Prest SRL' (AS208137) operating in Germany. AbuseIPDB report database correlates an active abuse score of 100% with 12841 security violations. Furthermore, VirusTotal reports severe warnings with 17/91 AV engines flags. This IP is confirmed to be part of a malicious network node involved in unauthorized access attempts, botnet operations, or malware propagation. Immediate isolation is advised.",Block IP Address; Apply Null Route (Null0); Quarantine & Inspect Hosts; Escalate to Incident Response,100,17,2026-06-05T22:07:26.590129,Bulk_Set-3_txt_20260605_220804
69,koyyada_rohith,195.184.76.31,United States,Onyphe SAS,AS213412,62,Malicious,"CRITICAL THREAT DETECTED: The IP address 195.184.76.31 is classified as MALICIOUS with a severe risk score of 62/100. Infrastructure analysis associates this IP with 'Onyphe SAS' (AS213412) operating in United States. AbuseIPDB report database correlates an active abuse score of 100% with 1396 security violations. Furthermore, VirusTotal reports severe warnings with 11/91 AV engines flags. This IP is confirmed to be part of a malicious network node involved in unauthorized access attempts, botnet operations, or malware propagation. Immediate isolation is advised.",Block IP Address; Apply Null Route (Null0); Quarantine & Inspect Hosts; Escalate to Incident Response,100,11,2026-06-05T22:07:29.120112,Bulk_Set-3_txt_20260605_220804
70,koyyada_rohith,185.234.27.226,Kazakhstan,Tele2 Kazakhstan,AS48503,12,Safe,"The investigated IP address (185.234.27.226) is classified as SAFE with an aggregate risk score of 12/100. Reputation profiling indicates this IP belongs to a reputable infrastructure provider, 'Tele2 Kazakhstan' (AS48503) located in Kazakhstan. Neither AbuseIPDB (5 reports) nor VirusTotal security engines (0/89 detections) indicate any active compromise or threat vectors. Communication with this IP is considered low risk.",Allow Communication; Standard Monitoring; No Policy Changes,24,0,2026-06-05T22:07:35.299947,Bulk_Set-3_txt_20260605_220804
71,koyyada_rohith,174.225.218.120,United States,Verizon Business,AS6167,2,Safe,"The investigated IP address (174.225.218.120) is classified as SAFE with an aggregate risk score of 2/100. Reputation profiling indicates this IP belongs to a reputable infrastructure provider, 'Verizon Business' (AS6167) located in United States. Neither AbuseIPDB (1 reports) nor VirusTotal security engines (3/89 detections) indicate any active compromise or threat vectors. Communication with this IP is considered low risk.",Allow Communication; Standard Monitoring; No Policy Changes,2,3,2026-06-05T22:07:41.622636,Bulk_Set-3_txt_20260605_220804
72,koyyada_rohith,200.58.137.90,Uruguay,Telefonica Moviles del Uruguay SA,AS19422,52,Suspicious,"The investigated IP address (200.58.137.90) is classified as SUSPICIOUS with an aggregate risk score of 52/100. It is registered under 'Telefonica Moviles del Uruguay SA' (AS19422) in Uruguay and operates as a 'Fixed Line ISP'. AbuseIPDB reputation reports an abuse confidence score of 100% based on 68 reports over the last 90 days. VirusTotal detected suspicious activity across 6 threat intelligence feeds. Tags identified: ssh-scan. The IP is likely used as a public VPN proxy, crawling agent, or shared hosting node, warranting proactive network monitoring.",Monitor Port Connections; Add to Active Watchlist; Review Internal Traffic,100,6,2026-06-05T22:07:48.279691,Bulk_Set-3_txt_20260605_220804
73,koyyada_rohith,193.32.209.246,United Kingdom,Hydra Communications Ltd,AS25369,55,Suspicious,"The investigated IP address (193.32.209.246) is classified as SUSPICIOUS with an aggregate risk score of 55/100. It is registered under 'Hydra Communications Ltd' (AS25369) in United Kingdom and operates as a 'Fixed Line ISP'. AbuseIPDB reputation reports an abuse confidence score of 100% based on 1214 reports over the last 90 days. VirusTotal detected suspicious activity across 12 threat intelligence feeds. The IP is likely used as a public VPN proxy, crawling agent, or shared hosting node, warranting proactive network monitoring.",Monitor Port Connections; Add to Active Watchlist; Review Internal Traffic,100,12,2026-06-05T22:07:50.984074,Bulk_Set-3_txt_20260605_220804
74,koyyada_rohith,213.230.87.28,Uzbekistan,"""Uzbektelekom"" Joint Stock Company",AS8193,38,Suspicious,"The investigated IP address (213.230.87.28) is classified as SUSPICIOUS with an aggregate risk score of 38/100. It is registered under '""Uzbektelekom"" Joint Stock Company' (AS8193) in Uzbekistan and operates as a 'Data Center/Web Hosting/Transit'. AbuseIPDB reputation reports an abuse confidence score of 61% based on 39 reports over the last 90 days. VirusTotal detected suspicious activity across 0 threat intelligence feeds. The IP is likely used as a public VPN proxy, crawling agent, or shared hosting node, warranting proactive network monitoring.",Monitor Port Connections; Add to Active Watchlist; Review Internal Traffic,61,0,2026-06-05T22:07:57.222946,Bulk_Set-3_txt_20260605_220804
75,koyyada_rohith,211.253.9.49,South Korea,PUBNET,AS4766,52,Suspicious,"The investigated IP address (211.253.9.49) is classified as SUSPICIOUS with an aggregate risk score of 52/100. It is registered under 'PUBNET' (AS4766) in South Korea and operates as a 'Fixed Line ISP'. AbuseIPDB reputation reports an abuse confidence score of 100% based on 4533 reports over the last 90 days. VirusTotal detected suspicious activity across 5 threat intelligence feeds. Tags identified: hosting. The IP is likely used as a public VPN proxy, crawling agent, or shared hosting node, warranting proactive network monitoring.",Monitor Port Connections; Add to Active Watchlist; Review Internal Traffic,100,5,2026-06-05T22:08:04.051385,Bulk_Set-3_txt_20260605_220804
76,koyyada_rohith,182.151.45.136,China,CHINANET SiChuan Telecom Internet Data Center,AS38283,63,Malicious,"CRITICAL THREAT DETECTED: The IP address 182.151.45.136 is classified as MALICIOUS with a severe risk score of 63/100. Infrastructure analysis associates this IP with 'CHINANET SiChuan Telecom Internet Data Center' (AS38283) operating in China. AbuseIPDB report database correlates an active abuse score of 100% with 1327 security violations. Furthermore, VirusTotal reports severe warnings with 12/91 AV engines flags. This IP is confirmed to be part of a malicious network node involved in unauthorized access attempts, botnet operations, or malware propagation. Immediate isolation is advised.",Block IP Address; Apply Null Route (Null0); Quarantine & Inspect Hosts; Escalate to Incident Response,100,12,2026-06-09T22:24:50.748693,manual
77,koyyada_rohith,182.151.45.136,China,CHINANET SiChuan Telecom Internet Data Center,AS38283,63,Malicious,"CRITICAL THREAT DETECTED: The IP address 182.151.45.136 is classified as MALICIOUS with a severe risk score of 63/100. Infrastructure analysis associates this IP with 'CHINANET SiChuan Telecom Internet Data Center' (AS38283) operating in China. AbuseIPDB report database correlates an active abuse score of 100% with 1327 security violations. Furthermore, VirusTotal reports severe warnings with 12/91 AV engines flags. This IP is confirmed to be part of a malicious network node involved in unauthorized access attempts, botnet operations, or malware propagation. Immediate isolation is advised.",Block IP Address; Apply Null Route (Null0); Quarantine & Inspect Hosts; Escalate to Incident Response,100,12,2026-06-09T22:24:59.230564,manual
78,koyyada_rohith,182.151.45.136,China,CHINANET SiChuan Telecom Internet Data Center,AS38283,63,Malicious,"CRITICAL THREAT DETECTED: The IP address 182.151.45.136 is classified as MALICIOUS with a severe risk score of 63/100. Infrastructure analysis associates this IP with 'CHINANET SiChuan Telecom Internet Data Center' (AS38283) operating in China. AbuseIPDB report database correlates an active abuse score of 100% with 1327 security violations. Furthermore, VirusTotal reports severe warnings with 12/91 AV engines flags. This IP is confirmed to be part of a malicious network node involved in unauthorized access attempts, botnet operations, or malware propagation. Immediate isolation is advised.",Block IP Address; Apply Null Route (Null0); Quarantine & Inspect Hosts; Escalate to Incident Response,100,12,2026-06-09T22:25:00.909880,manual
79,koyyada_rohith,182.151.45.136,China,CHINANET SiChuan Telecom Internet Data Center,AS38283,63,Malicious,"CRITICAL THREAT DETECTED: The IP address 182.151.45.136 is classified as MALICIOUS with a severe risk score of 63/100. Infrastructure analysis associates this IP with 'CHINANET SiChuan Telecom Internet Data Center' (AS38283) operating in China. AbuseIPDB report database correlates an active abuse score of 100% with 1327 security violations. Furthermore, VirusTotal reports severe warnings with 12/91 AV engines flags. This IP is confirmed to be part of a malicious network node involved in unauthorized access attempts, botnet operations, or malware propagation. Immediate isolation is advised.",Block IP Address; Apply Null Route (Null0); Quarantine & Inspect Hosts; Escalate to Incident Response,100,12,2026-06-09T22:25:01.908847,manual
80,koyyada_rohith,182.151.45.136,China,CHINANET SiChuan Telecom Internet Data Center,AS38283,63,Malicious,"CRITICAL THREAT DETECTED: The IP address 182.151.45.136 is classified as MALICIOUS with a severe risk score of 63/100. Infrastructure analysis associates this IP with 'CHINANET SiChuan Telecom Internet Data Center' (AS38283) operating in China. AbuseIPDB report database correlates an active abuse score of 100% with 1327 security violations. Furthermore, VirusTotal reports severe warnings with 12/91 AV engines flags. This IP is confirmed to be part of a malicious network node involved in unauthorized access attempts, botnet operations, or malware propagation. Immediate isolation is advised.",Block IP Address; Apply Null Route (Null0); Quarantine & Inspect Hosts; Escalate to Incident Response,100,12,2026-06-09T22:25:02.475156,manual
81,koyyada_rohith,182.151.45.136,China,CHINANET SiChuan Telecom Internet Data Center,AS38283,63,Malicious,"CRITICAL THREAT DETECTED: The IP address 182.151.45.136 is classified as MALICIOUS with a severe risk score of 63/100. Infrastructure analysis associates this IP with 'CHINANET SiChuan Telecom Internet Data Center' (AS38283) operating in China. AbuseIPDB report database correlates an active abuse score of 100% with 1327 security violations. Furthermore, VirusTotal reports severe warnings with 12/91 AV engines flags. This IP is confirmed to be part of a malicious network node involved in unauthorized access attempts, botnet operations, or malware propagation. Immediate isolation is advised.",Block IP Address; Apply Null Route (Null0); Quarantine & Inspect Hosts; Escalate to Incident Response,100,12,2026-06-09T22:25:02.672967,manual
82,koyyada_rohith,182.151.45.136,China,CHINANET SiChuan Telecom Internet Data Center,AS38283,63,Malicious,"CRITICAL THREAT DETECTED: The IP address 182.151.45.136 is classified as MALICIOUS with a severe risk score of 63/100. Infrastructure analysis associates this IP with 'CHINANET SiChuan Telecom Internet Data Center' (AS38283) operating in China. AbuseIPDB report database correlates an active abuse score of 100% with 1327 security violations. Furthermore, VirusTotal reports severe warnings with 12/91 AV engines flags. This IP is confirmed to be part of a malicious network node involved in unauthorized access attempts, botnet operations, or malware propagation. Immediate isolation is advised.",Block IP Address; Apply Null Route (Null0); Quarantine & Inspect Hosts; Escalate to Incident Response,100,12,2026-06-09T22:25:03.056981,manual
83,koyyada_rohith,182.151.45.136,China,CHINANET SiChuan Telecom Internet Data Center,AS38283,63,Malicious,"CRITICAL THREAT DETECTED: The IP address 182.151.45.136 is classified as MALICIOUS with a severe risk score of 63/100. Infrastructure analysis associates this IP with 'CHINANET SiChuan Telecom Internet Data Center' (AS38283) operating in China. AbuseIPDB report database correlates an active abuse score of 100% with 1327 security violations. Furthermore, VirusTotal reports severe warnings with 12/91 AV engines flags. This IP is confirmed to be part of a malicious network node involved in unauthorized access attempts, botnet operations, or malware propagation. Immediate isolation is advised.",Block IP Address; Apply Null Route (Null0); Quarantine & Inspect Hosts; Escalate to Incident Response,100,12,2026-06-09T22:25:08.818282,manual
84,koyyada_rohith,182.151.45.136,China,CHINANET SiChuan Telecom Internet Data Center,AS38283,13,Safe,"The investigated IP address (182.151.45.136) is classified as SAFE with an aggregate risk score of 13/100. Reputation profiling indicates this IP belongs to a reputable infrastructure provider, 'CHINANET SiChuan Telecom Internet Data Center' (AS38283) located in China. Neither AbuseIPDB (19 reports) nor VirusTotal security engines (12/91 detections) indicate any active compromise or threat vectors. Communication with this IP is considered low risk.",Allow Communication; Standard Monitoring; No Policy Changes,17,12,2026-06-09T22:25:13.828740,manual_refresh
85,koyyada_rohith,182.151.45.136,China,CHINANET SiChuan Telecom Internet Data Center,AS38283,13,Safe,"The investigated IP address (182.151.45.136) is classified as SAFE with an aggregate risk score of 13/100. Reputation profiling indicates this IP belongs to a reputable infrastructure provider, 'CHINANET SiChuan Telecom Internet Data Center' (AS38283) located in China. Neither AbuseIPDB (19 reports) nor VirusTotal security engines (12/91 detections) indicate any active compromise or threat vectors. Communication with this IP is considered low risk.",Allow Communication; Standard Monitoring; No Policy Changes,17,12,2026-06-09T22:25:15.841395,manual
86,koyyada_rohith,182.151.45.136,China,CHINANET SiChuan Telecom Internet Data Center,AS38283,13,Safe,"The investigated IP address (182.151.45.136) is classified as SAFE with an aggregate risk score of 13/100. Reputation profiling indicates this IP belongs to a reputable infrastructure provider, 'CHINANET SiChuan Telecom Internet Data Center' (AS38283) located in China. Neither AbuseIPDB (19 reports) nor VirusTotal security engines (12/91 detections) indicate any active compromise or threat vectors. Communication with this IP is considered low risk.",Allow Communication; Standard Monitoring; No Policy Changes,17,12,2026-06-09T22:25:18.053688,manual
87,koyyada_rohith,182.151.45.136,China,CHINANET SiChuan Telecom Internet Data Center,AS38283,13,Safe,"The investigated IP address (182.151.45.136) is classified as SAFE with an aggregate risk score of 13/100. Reputation profiling indicates this IP belongs to a reputable infrastructure provider, 'CHINANET SiChuan Telecom Internet Data Center' (AS38283) located in China. Neither AbuseIPDB (19 reports) nor VirusTotal security engines (12/91 detections) indicate any active compromise or threat vectors. Communication with this IP is considered low risk.",Allow Communication; Standard Monitoring; No Policy Changes,17,12,2026-06-09T22:25:19.307334,manual
88,koyyada_rohith,182.151.45.136,China,CHINANET SiChuan Telecom Internet Data Center,AS38283,13,Safe,"The investigated IP address (182.151.45.136) is classified as SAFE with an aggregate risk score of 13/100. Reputation profiling indicates this IP belongs to a reputable infrastructure provider, 'CHINANET SiChuan Telecom Internet Data Center' (AS38283) located in China. Neither AbuseIPDB (19 reports) nor VirusTotal security engines (12/91 detections) indicate any active compromise or threat vectors. Communication with this IP is considered low risk.",Allow Communication; Standard Monitoring; No Policy Changes,17,12,2026-06-09T22:25:19.866656,manual
